Gene Id,Gene Name,Sphenodon punctatus,Anolis carolinensis,Pogona vitticeps,Laticauda laticaudata,Naja naja,Notechis scutatus,Pseudonaja textilis,Varanus komodoensis,Podarcis muralis,Salvator merianae,Pelodiscus sinensis,Chelydra serpentina,Chrysemys picta bellii,Terrapene carolina triunguis,Gopherus agassizii,Gopherus evgoodei,Chelonoidis abingdonii,Pelusios castaneus,Crocodylus porosus,Aquila chrysaetos chrysaetos,Struthio camelus australis,Taeniopygia guttata,Anas platyrhynchos platyrhynchos,Gallus gallus
ENSACAG00000006648,,,,,3.0,,,,4.0,,,5.0,5.0,,,,5.0,,,0.0,2.0,0.0,,,
ENSACAG00000006649,MLKL,,,,0.0,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,
ENSACAG00000006650,ESPL1,,,,,,,,,,,,,,,,,,,,0.0,,,,
ENSACAG00000006651,COPZ2,,,1.0,,,,,,,,1.0,,,,,,,,,0.0,0.0,,,
ENSACAG00000006654,MVD,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
ENSACAG00000006655,RMND5B,,,,,,2.0,,,,,2.0,,,,,,,,2.0,,,,,
ENSACAG00000006656,RAB23,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006657,PLOD2,3.0,3.0,,,3.0,,,,,,,3.0,,,,,,,3.0,,2.0,,,
ENSACAG00000006658,OSBP,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006659,FA2H,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,
ENSACAG00000006660,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,
ENSACAG00000006661,CORIN,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006663,ST3GAL5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006664,SEC22C,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006665,TRIM72,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,,,
ENSACAG00000006666,BCL6,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006667,,,,,,,,,,,3.0,,,,,,,,,2.0,2.0,,,,
ENSACAG00000006668,INTS7,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006669,CEP164,,,,,,,,,,,,,,,,,3.0,,,,,,,
ENSACAG00000006670,PSMC2,,,,,1.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006671,CASKIN2,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,
ENSACAG00000006672,TFEC,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,
ENSACAG00000006673,EXOC6,,,,,2.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006674,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006675,CSRP2,,,,,,,,,,,,,,,,,,,,,,,0.0,
ENSACAG00000006676,PPM1M,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006677,MRPL51,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,
ENSACAG00000006678,VAMP1,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
ENSACAG00000006679,TWF2,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
ENSACAG00000006680,RSPRY1,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006681,WDR59,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,
ENSACAG00000006682,PRIM2,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006683,NKTR,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSACAG00000006685,PCM1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006686,CDK5RAP3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006690,PYCARD,,,,,,,,,,,,,2.0,,1.0,,,,0.0,,,,,
ENSACAG00000006691,KHDRBS2,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,
ENSACAG00000006692,NHP2,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,
ENSACAG00000006693,ATOH8,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,
ENSACAG00000006694,DSCAML1,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006695,FEZF1,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006696,ZDHHC17,2.0,,2.0,,2.0,,,,,,,,,,,,,,2.0,,,,,
ENSACAG00000006697,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006698,MARS1,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006700,BRD8,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ENSACAG00000006701,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,
ENSACAG00000006702,IYD,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006703,AASS,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006704,SCNN1A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006705,ZBTB47,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006706,PAFAH1B1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006707,RNF166,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,
ENSACAG00000006708,KAT8,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006709,MCF2L,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006710,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006712,MDFIC,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006713,FOXP2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006714,TSEN54,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006715,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,2.0,
ENSACAG00000006716,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006717,FHOD3,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,
ENSACAG00000006718,PPP1R14C,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006719,LRP11,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,,,
ENSACAG00000006720,AKT3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006721,NAGPA,,,3.0,,,,3.0,3.0,,3.0,,,,,,,,,,,,,,
ENSACAG00000006722,SST,1.0,1.0,,,0.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,
ENSACAG00000006723,MACIR,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006724,,,,,,,,,,,,,1.0,,,,,,,,,,,,
ENSACAG00000006726,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006727,,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006728,LLGL2,,,,,3.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006729,MPEG1,,,,1.0,,,,,,,,,,,,,,,0.0,,0.0,,,0.0
ENSACAG00000006730,DTX4,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006731,SLC26A5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006732,MASP1,,1.0,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006734,PCMT1,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,
ENSACAG00000006735,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006736,DDIT3,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,
ENSACAG00000006738,ARL2BP,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006739,RALGAPB,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006740,DCTN2,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,
ENSACAG00000006742,ARIH1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006743,ALAS1,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006744,TRIM69,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,0.0,,,
ENSACAG00000006745,USF3,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006746,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,
ENSACAG00000006747,TMEFF2,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006748,PRSS8,2.0,,,,,2.0,,,,,3.0,,,4.0,4.0,,,,0.0,,,,,
ENSACAG00000006749,CARHSP1,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
ENSACAG00000006750,IFT172,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
ENSACAG00000006751,NAA50,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006752,NUDT12,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006753,,1.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006754,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,0.0,,,
ENSACAG00000006755,HK3,,4.0,,,,,,,,,4.0,4.0,,,,,,4.0,4.0,,3.0,4.0,,
ENSACAG00000006756,PMM2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006757,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,
ENSACAG00000006758,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
ENSACAG00000006759,CTU2,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,
ENSACAG00000006760,HHATL,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
ENSACAG00000006761,MFSD5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006762,PRR15L,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,
ENSACAG00000006763,COMMD8,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006764,PNPO,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006765,,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006766,ATP6V1A,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
ENSACAG00000006767,VEPH1,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,
ENSACAG00000006768,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0
ENSACAG00000006769,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006770,,,,,,,,,,0.0,,,,,,,,,,,,,,,
ENSACAG00000006771,PRKAA2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006772,PLLP,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006774,RPRD1A,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,
ENSACAG00000006775,ASAH1,,,,,,,,,,,,,,,,,,,1.0,,,,,
ENSACAG00000006776,FUS,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,
ENSACAG00000006777,NUP43,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006778,SNX22,,,,,,,,,,,0.0,,,,,,1.0,,,,,1.0,1.0,
ENSACAG00000006779,GNPNAT1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006780,PTX3,3.0,,,,,,7.0,6.0,,,,,,4.0,,,,,1.0,,,,,
ENSACAG00000006781,POC1A,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006783,EFNA5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006784,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006787,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006788,ITGB1,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,
ENSACAG00000006789,SHOX2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006790,OSBPL8,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,
ENSACAG00000006791,SNX1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006792,PIEZO1,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0
ENSACAG00000006793,SP2,,,,1.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006794,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,0.0,0.0
ENSACAG00000006795,,0.0,,,,,,0.0,,,0.0,,,,1.0,,,,,,,,,,
ENSACAG00000006796,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006797,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,0.0,0.0
ENSACAG00000006799,STYX,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006800,CNTF,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,
ENSACAG00000006802,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006803,PTPRZ1,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
ENSACAG00000006805,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006806,RSRC1,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,0.0,,,
ENSACAG00000006808,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006809,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,0.0,0.0
ENSACAG00000006810,KIF20A,,,,,,,,,,,,,,,,,,,,,,,,0.0
ENSACAG00000006811,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006812,PSMC6,,,,,1.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006813,KIF5A,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,
ENSACAG00000006816,,0.0,,0.0,,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,
ENSACAG00000006818,,1.0,,,,,,,,1.0,,0.0,,,,,,,,,,1.0,,,
ENSACAG00000006821,FBXL17,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006823,,,,,,,,4.0,,,,,,,,,,,,,,,,,
ENSACAG00000006825,,0.0,,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,0.0,,,,
ENSACAG00000006826,CCPG1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006827,CDK9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006829,GFM1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006830,C18orf21,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006831,SP6,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,
ENSACAG00000006832,RARG,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,
ENSACAG00000006836,BBS4,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006837,SCRN2,,,,,,,,,,,,,,,,,,,,,2.0,,,
ENSACAG00000006839,FER,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,
ENSACAG00000006840,LATS1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006841,DNAJC5,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006842,CHD6,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006843,GALNT1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006844,TMEM186,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSACAG00000006845,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006846,ABAT,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006847,RBL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006849,ARHGEF26,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006850,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006851,FYB2,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,
ENSACAG00000006852,SH2D3C,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,
ENSACAG00000006853,GSTK1,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
ENSACAG00000006854,C8A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006855,LPXN,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,
ENSACAG00000006857,,,,,,,,4.0,,,,,,,,,,,,,,,,,
ENSACAG00000006858,,1.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006861,DUSP7,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006862,KREMEN2,0.0,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,
ENSACAG00000006864,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006865,OBSCN,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006866,KATNA1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006867,,,,,2.0,,,,,,,3.0,,,,,,,3.0,,,,,,
ENSACAG00000006868,XDH,,,,,,,,,,,,,,,,,,,,,2.0,,,
ENSACAG00000006870,NR6A1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006871,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,1.0,,,,0.0,,0.0,,0.0,0.0
ENSACAG00000006872,MAPRE2,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,
ENSACAG00000006873,RAB27A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006874,IBA57,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006875,RECQL5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006876,GJC2,2.0,,,,,,,,,,2.0,,,,2.0,,2.0,,,,,,,
ENSACAG00000006877,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006878,CYP26C1,2.0,2.0,,,,2.0,,,,,,,,,,,,,2.0,,2.0,,2.0,
ENSACAG00000006879,GUK1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006880,CDC23,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006881,OR51E2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006882,PAQR4,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,
ENSACAG00000006883,,,,,3.0,,,,4.0,,,5.0,5.0,,,,5.0,,,0.0,2.0,0.0,,,
ENSACAG00000006884,ADPGK,,,,,,,,,0.0,,,,,,,,,,,,,,,
ENSACAG00000006885,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,0.0,
ENSACAG00000006886,OR10W1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006887,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,,,0.0,,
ENSACAG00000006888,RPL29,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006889,MRPL10,,,,,,,,,0.0,,,,,,,,,,,,,,,
ENSACAG00000006890,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006891,,,,,,,3.0,,,,4.0,,4.0,,4.0,,,,,3.0,,2.0,,3.0,
ENSACAG00000006892,ZMYND10,,,,,,,,,,,,,,,,,,2.0,,,,,,
ENSACAG00000006893,PKMYT1,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,,
ENSACAG00000006894,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006896,RELN,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006897,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
ENSACAG00000006898,TNNC1,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,
ENSACAG00000006899,C1orf35,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006900,ARAP2,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
ENSACAG00000006901,GABRA2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006902,C8B,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSACAG00000006903,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006905,DHX36,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006906,OSBPL7,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,
ENSACAG00000006907,CYP26A1,2.0,2.0,,,,2.0,,,,,,,,,,,,,2.0,,2.0,,2.0,
ENSACAG00000006908,,,,1.0,,,,0.0,,0.0,,0.0,,,,,1.0,,,,,,0.0,,0.0
ENSACAG00000006911,DTNA,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
ENSACAG00000006912,SRRM2,,,,1.0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
ENSACAG00000006913,SULT1C2,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,
ENSACAG00000006914,LXN,1.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,
ENSACAG00000006915,PLSCR5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006916,RSL24D1,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
ENSACAG00000006917,F10,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,
ENSACAG00000006918,ORC5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006919,,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006920,NEO1,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006921,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
ENSACAG00000006922,TMEM245,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006923,ARF1,,,,,,,,,,,2.0,,,,,,,,2.0,,1.0,,,
ENSACAG00000006924,NAP1L1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006925,ARCN1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006926,CTNND1,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSACAG00000006929,UNC5A,,,,3.0,,,,,,,3.0,3.0,,3.0,,,,,,,3.0,,3.0,
ENSACAG00000006930,FAT1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006931,ITGB7,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,
ENSACAG00000006932,MFSD1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006933,FRRS1L,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006934,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006935,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSACAG00000006936,PPIL4,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006937,GFRA3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006938,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006939,NISCH,,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSACAG00000006940,,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006941,MYOF,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006942,,,,,,,,,,,,,,,,,,0.0,,,,,,,
ENSACAG00000006943,FAM3C,,,,3.0,,,,,3.0,,,,,,,,,,3.0,,2.0,,3.0,
ENSACAG00000006944,METTL22,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006945,,0.0,,,,,,,,,0.0,,,,,1.0,,1.0,,,0.0,,,,0.0
ENSACAG00000006946,,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,,
ENSACAG00000006947,ZIC1,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006948,CIZ1,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
ENSACAG00000006949,TMEM114,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,
ENSACAG00000006950,NPRL2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006951,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
ENSACAG00000006954,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,,
ENSACAG00000006957,CDC25C,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,
ENSACAG00000006958,ELOB,,,,1.0,,,,,,,0.0,,,1.0,,,,,0.0,,0.0,,,0.0
ENSACAG00000006959,AGTR1,,,3.0,3.0,,,,,,,,,,,,,,,1.0,,2.0,,,
ENSACAG00000006961,BCKDK,,,,,,,,,,,,,,,,,,,2.0,,,,,
ENSACAG00000006962,PCYT1A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006963,CPB1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006964,,1.0,,,,,,,,,,2.0,,,2.0,,,2.0,,0.0,,,0.0,,
ENSACAG00000006965,MAN2A1,,,,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,
ENSACAG00000006967,SAP30BP,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006968,,,,,,,,,,0.0,,,,,,,,,,,,,,,
ENSACAG00000006969,PPIB,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006970,IFT46,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006971,CASP2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006973,ING2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006974,GPR149,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSACAG00000006975,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006976,CDKN2AIP,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006978,PAM,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006979,WNT16,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006980,CDH24,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,
ENSACAG00000006981,WWC2,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,
ENSACAG00000006982,PTPN3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006983,,1.0,,,,,,,,,,2.0,,,2.0,,,2.0,,0.0,,,0.0,,
ENSACAG00000006984,ZC3H12D,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006985,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006986,ITGB4,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,2.0
ENSACAG00000006987,KMT2E,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006988,STAB1,,,,,,,,,,,,,,0.0,,,,,,,,,,
ENSACAG00000006989,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,
ENSACAG00000006990,DTHD1,,,,,,,,,,,,,,,1.0,,,,,,,,,
ENSACAG00000006991,CSNK1G1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006992,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006993,ZNF740,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
ENSACAG00000006994,PTPN6,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006995,CYB561D2,1.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006996,TSPAN17,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
ENSACAG00000006997,NWD2,,,,,,,,,,,,,,,,,,,,,,,1.0,
ENSACAG00000006998,CLCN1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000006999,TAB2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000007000,CPED1,,,,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,
ENSACAG00000007001,,,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,
ENSACAG00000007002,PPP1R3A,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000007003,DNM1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000007005,GPR85,1.0,2.0,,,,,,,,2.0,1.0,2.0,,,2.0,,,,2.0,,,,,
