Gene Id,Gene Name
ENSACAG00000006577,
ENSACAG00000009381,
ENSACAG00000000330,FERMT3
ENSACAG00000022881,
ENSACAG00000009833,VWA2
ENSACAG00000023819,
ENSACAG00000017999,NSD3
ENSACAG00000006663,ST3GAL5
ENSACAG00000006980,CDH24
ENSACAG00000009854,TDRD1
ENSACAG00000007683,
ENSACAG00000029013,
ENSACAG00000029544,
ENSACAG00000024675,
ENSACAG00000018000,LETM2
ENSACAG00000003453,AK2
ENSACAG00000006693,ATOH8
ENSACAG00000001015,
ENSACAG00000000696,TRPT1
ENSACAG00000010936,VPS51
ENSACAG00000027677,
ENSACAG00000023839,
ENSACAG00000003508,RNF19B
ENSACAG00000000175,RMC1
ENSACAG00000008521,COMTD1
ENSACAG00000001074,
ENSACAG00000025945,
ENSACAG00000023912,
ENSACAG00000000727,NUDT22
ENSACAG00000009930,CCDC186
ENSACAG00000000507,
ENSACAG00000005783,NOP56
ENSACAG00000028713,TMEM54
ENSACAG00000025209,
ENSACAG00000008510,ZNF503
ENSACAG00000021065,
ENSACAG00000029518,DNAJC4
ENSACAG00000023091,
ENSACAG00000013320,
ENSACAG00000003561,FNDC5
ENSACAG00000028547,
ENSACAG00000014549,
ENSACAG00000001182,
ENSACAG00000028568,LRMDA
ENSACAG00000001864,PLA2G4A
ENSACAG00000000758,FKBP2
ENSACAG00000009991,ADRB1
ENSACAG00000015568,C7orf26
ENSACAG00000028838,
ENSACAG00000001085,PRELID3B
ENSACAG00000001081,LRR1
ENSACAG00000018003,FGFR1
ENSACAG00000005785,IDH3B
ENSACAG00000028524,
ENSACAG00000023325,
ENSACAG00000000159,RIOK3
ENSACAG00000003568,YARS1
ENSACAG00000015589,
ENSACAG00000016012,DENR
ENSACAG00000009993,NHLRC2
ENSACAG00000021101,ATP5F1E
ENSACAG00000016016,GPN3
ENSACAG00000013349,PIGC
ENSACAG00000010053,DCLRE1A
ENSACAG00000001102,TUBB1
ENSACAG00000000757,POLE2
ENSACAG00000027314,
ENSACAG00000003657,KIAA1522
ENSACAG00000028555,TMEM241
ENSACAG00000016040,ARPC3
ENSACAG00000001153,
ENSACAG00000001178,PTGS2
ENSACAG00000029211,
ENSACAG00000000154,CABLES1
ENSACAG00000010069,
ENSACAG00000013531,KCTD15
ENSACAG00000010073,CASP7
ENSACAG00000003505,PROM2
ENSACAG00000013546,
ENSACAG00000011369,
ENSACAG00000026166,
ENSACAG00000016062,ANAPC7
ENSACAG00000001373,PDC
ENSACAG00000010723,
ENSACAG00000008857,TACC1
ENSACAG00000026610,
ENSACAG00000007768,RBBP8
ENSACAG00000016106,ATP2A2
ENSACAG00000009013,HTRA4
ENSACAG00000001399,ODR4
ENSACAG00000009416,WDR48
ENSACAG00000013551,PEPD
ENSACAG00000009128,TM2D2
ENSACAG00000009144,ADAM9
ENSACAG00000000339,
ENSACAG00000003500,
ENSACAG00000003161,
ENSACAG00000023076,
ENSACAG00000000657,KLHDC1
ENSACAG00000003487,
ENSACAG00000010135,NRAP
ENSACAG00000007786,GATA6
ENSACAG00000009518,GORASP1
ENSACAG00000003173,SNRPA1
ENSACAG00000003480,TRIM29
ENSACAG00000028836,
ENSACAG00000001125,
ENSACAG00000029277,
ENSACAG00000006858,
ENSACAG00000003470,OAF
ENSACAG00000007815,MIB1
ENSACAG00000013617,CEBPG
ENSACAG00000001452,TPR
ENSACAG00000003384,POU2F3
ENSACAG00000003220,SELENOS
ENSACAG00000007887,ABHD3
ENSACAG00000016218,IFT81
ENSACAG00000003371,TLCD5
ENSACAG00000009574,TTC21A
ENSACAG00000007912,ESCO1
ENSACAG00000013727,MLST8
ENSACAG00000003240,IQGAP1
ENSACAG00000013776,BRICD5
ENSACAG00000009283,ADAM32
ENSACAG00000009973,
ENSACAG00000000440,MTMR4
ENSACAG00000027058,
ENSACAG00000006900,ARAP2
ENSACAG00000013778,PGP
ENSACAG00000012086,KHK
ENSACAG00000010352,HABP2
ENSACAG00000026654,
ENSACAG00000002548,SDR42E1
ENSACAG00000000362,
ENSACAG00000010812,
ENSACAG00000012266,
ENSACAG00000013796,E4F1
ENSACAG00000007913,GREB1L
ENSACAG00000009756,CSRNP1
ENSACAG00000029674,
ENSACAG00000022613,
ENSACAG00000000284,STX17
ENSACAG00000028393,
ENSACAG00000009771,
ENSACAG00000023302,
ENSACAG00000007722,COTL1
ENSACAG00000009010,GPC4
ENSACAG00000022072,P2RX7
ENSACAG00000024776,PSMB9
ENSACAG00000025780,
ENSACAG00000029425,
ENSACAG00000026049,
ENSACAG00000004745,DQX1
ENSACAG00000007729,MEAK7
ENSACAG00000001824,PRG4
ENSACAG00000010433,
ENSACAG00000016390,
ENSACAG00000013844,GRID2IP
ENSACAG00000003208,ARHGEF12
ENSACAG00000010257,
ENSACAG00000009777,
ENSACAG00000008216,KCNMA1
ENSACAG00000000340,TBPL1
ENSACAG00000001859,
ENSACAG00000011236,
ENSACAG00000025259,
ENSACAG00000009473,
ENSACAG00000007140,
ENSACAG00000025026,
ENSACAG00000026563,
ENSACAG00000003881,
ENSACAG00000013145,VSTM2L
ENSACAG00000023167,
ENSACAG00000023649,
ENSACAG00000013853,SLC5A11
ENSACAG00000022551,
ENSACAG00000009515,TCIM
ENSACAG00000024540,
ENSACAG00000013154,TTI1
ENSACAG00000007195,GPAA1
ENSACAG00000010251,
ENSACAG00000010246,
ENSACAG00000005542,
ENSACAG00000007879,
ENSACAG00000007742,ATP2C2
ENSACAG00000027952,
ENSACAG00000013191,RPRD1B
ENSACAG00000007226,CYC1
ENSACAG00000003704,TUBGCP4
ENSACAG00000009516,CFAP221
ENSACAG00000007245,
ENSACAG00000010208,ARFIP2
ENSACAG00000009483,ZDHHC6
ENSACAG00000002067,HMCN1
ENSACAG00000023223,TANK
ENSACAG00000009859,OXSR1
ENSACAG00000011984,RBMS1
ENSACAG00000000986,SCTR
ENSACAG00000009513,TMEM37
ENSACAG00000003525,CHAC1
ENSACAG00000007306,MAF1
ENSACAG00000024331,
ENSACAG00000002979,GRIK4
ENSACAG00000016294,P2RX4
ENSACAG00000007990,ROCK1
ENSACAG00000003776,WHRN
ENSACAG00000022828,
ENSACAG00000000642,MRPS18A
ENSACAG00000003483,DLL4
ENSACAG00000013226,
ENSACAG00000009500,DBI
ENSACAG00000003826,
ENSACAG00000000580,RSPH9
ENSACAG00000009971,MYD88
ENSACAG00000003443,RHOV
ENSACAG00000009484,C2orf76
ENSACAG00000003459,VPS18
ENSACAG00000012153,ITGB6
ENSACAG00000009145,
ENSACAG00000016141,STEAP3
ENSACAG00000028957,
ENSACAG00000003408,
ENSACAG00000006418,C1QL2
ENSACAG00000009489,ACSL5
ENSACAG00000008044,WFDC1
ENSACAG00000028395,
ENSACAG00000006716,
ENSACAG00000029060,
ENSACAG00000005120,
ENSACAG00000013354,
ENSACAG00000006420,
ENSACAG00000002224,IVNS1ABP
ENSACAG00000008052,KCNG4
ENSACAG00000003407,
ENSACAG00000008065,HSBP1
ENSACAG00000002788,
ENSACAG00000005338,
ENSACAG00000014926,LHX2
ENSACAG00000003355,ZFYVE19
ENSACAG00000002276,SWT1
ENSACAG00000005137,ACAA1
ENSACAG00000016422,SPRING1
ENSACAG00000023601,
ENSACAG00000009827,
ENSACAG00000028742,
ENSACAG00000005355,
ENSACAG00000008622,DIRAS1
ENSACAG00000028599,
ENSACAG00000001529,MECR
ENSACAG00000028399,
ENSACAG00000009852,MVB12B
ENSACAG00000016430,RNFT2
ENSACAG00000002699,TECTA
ENSACAG00000001027,PTPRU
ENSACAG00000005363,GRINA
ENSACAG00000002342,TRMT1L
ENSACAG00000016449,FBXW8
ENSACAG00000016277,
ENSACAG00000028042,NCF1
ENSACAG00000012329,PLA2R1
ENSACAG00000003311,DNAJC17
ENSACAG00000005201,DLEC1
ENSACAG00000008213,USP14
ENSACAG00000016473,TESC
ENSACAG00000005861,PLPPR3
ENSACAG00000028741,
ENSACAG00000002433,RNF2
ENSACAG00000009932,
ENSACAG00000002668,SC5D
ENSACAG00000003353,C15orf62
ENSACAG00000009978,TECTB
ENSACAG00000016492,FBXO21
ENSACAG00000008307,THOC1
ENSACAG00000016344,PAM16
ENSACAG00000003309,GCHFR
ENSACAG00000012496,
ENSACAG00000016352,TFAP4
ENSACAG00000000957,MATN1
ENSACAG00000012886,
ENSACAG00000016380,SRL
ENSACAG00000016526,NOS1
ENSACAG00000002460,NIBAN1
ENSACAG00000008396,COLEC12
ENSACAG00000000940,SDC3
ENSACAG00000016394,ADCY9
ENSACAG00000002367,
ENSACAG00000005221,PLCD1
ENSACAG00000012794,
ENSACAG00000013657,RMDN3
ENSACAG00000000682,PUM1
ENSACAG00000002542,EDEM3
ENSACAG00000010027,GPAM
ENSACAG00000016436,GSG1L
ENSACAG00000008429,CLUL1
ENSACAG00000012797,MARCHF7
ENSACAG00000001378,CCDC3
ENSACAG00000011180,
ENSACAG00000008979,CAMK1D
ENSACAG00000013750,
ENSACAG00000016451,KATNIP
ENSACAG00000002107,MTMR6
ENSACAG00000006440,
ENSACAG00000002719,C1orf21
ENSACAG00000009021,CDC123
ENSACAG00000008456,TYMS
ENSACAG00000016597,KSR2
ENSACAG00000015282,
ENSACAG00000004950,UBASH3B
ENSACAG00000013786,RAD51
ENSACAG00000011172,TCF15
ENSACAG00000002295,NUP58
ENSACAG00000010180,
ENSACAG00000011131,SLC52A3
ENSACAG00000004941,CRTAM
ENSACAG00000016614,RFC5
ENSACAG00000015194,
ENSACAG00000011109,FAM110A
ENSACAG00000000469,SNRNP40
ENSACAG00000010199,REEP3
ENSACAG00000004934,JHY
ENSACAG00000008487,ENOSF1
ENSACAG00000027460,
ENSACAG00000005301,VILL
ENSACAG00000004933,
ENSACAG00000013893,RPUSD2
ENSACAG00000002377,SHISA2
ENSACAG00000016474,GTF3C1
ENSACAG00000002397,
ENSACAG00000016660,WSB2
ENSACAG00000008092,DLG5
ENSACAG00000010893,ANGPT4
ENSACAG00000004884,HSPA8
ENSACAG00000002566,
ENSACAG00000029240,VSIG10
ENSACAG00000009104,NUDT5
ENSACAG00000000389,ZCCHC17
ENSACAG00000013901,
ENSACAG00000008639,YES1
ENSACAG00000010214,JMJD1C
ENSACAG00000016697,
ENSACAG00000004457,FAM174A
ENSACAG00000002971,RNF6
ENSACAG00000010858,RSPO4
ENSACAG00000004472,ST8SIA4
ENSACAG00000015192,APOBEC4
ENSACAG00000004869,CLMP
ENSACAG00000029435,
ENSACAG00000016717,CHCHD2
ENSACAG00000023107,
ENSACAG00000006978,PAM
ENSACAG00000008422,PSMF1
ENSACAG00000003031,CDK8
ENSACAG00000000268,SERINC2
ENSACAG00000009148,DHTKD1
ENSACAG00000016724,MED13L
ENSACAG00000004807,GRAMD1B
ENSACAG00000024516,TMEM74B
ENSACAG00000008729,ADCYAP1
ENSACAG00000013944,CCDC32
ENSACAG00000016514,SNRNP25
ENSACAG00000013959,
ENSACAG00000003083,WASF3
ENSACAG00000016512,
ENSACAG00000028259,BAHD1
ENSACAG00000010317,NRBF2
ENSACAG00000000262,HIVEP3
ENSACAG00000008407,RAD21L1
ENSACAG00000007985,POLR3A
ENSACAG00000015065,NCF2
ENSACAG00000008742,METTL4
ENSACAG00000000261,
ENSACAG00000010340,EGR2
ENSACAG00000016521,RHBDF1
ENSACAG00000013974,
ENSACAG00000003127,GPR12
ENSACAG00000005539,CTDSPL
ENSACAG00000003130,USP12
ENSACAG00000000249,FOXO6
ENSACAG00000008357,SNPH
ENSACAG00000028801,
ENSACAG00000029497,
ENSACAG00000010813,
ENSACAG00000004778,SCN3B
ENSACAG00000008327,SDCBP2
ENSACAG00000009259,UPF2
ENSACAG00000003169,RPL21
ENSACAG00000008766,NDC80
ENSACAG00000020981,LRRTM4
ENSACAG00000023993,
ENSACAG00000017975,
ENSACAG00000010851,RTKN2
ENSACAG00000008323,
ENSACAG00000007110,GIN1
ENSACAG00000014047,
ENSACAG00000009156,
ENSACAG00000000716,
ENSACAG00000024768,
ENSACAG00000007183,CAMKK1
ENSACAG00000000376,
ENSACAG00000003190,RASL11A
ENSACAG00000005591,
ENSACAG00000007146,PPIP5K2
ENSACAG00000010922,ARID5B
ENSACAG00000014059,DISP2
ENSACAG00000000388,RASSF8
ENSACAG00000029470,CCDC9B
ENSACAG00000027722,
ENSACAG00000000432,BHLHE41
ENSACAG00000003216,GTF3A
ENSACAG00000023631,
ENSACAG00000007960,
ENSACAG00000023245,
ENSACAG00000014989,SMG7
ENSACAG00000027495,
ENSACAG00000023867,
ENSACAG00000003250,MTIF3
ENSACAG00000011485,
ENSACAG00000028529,
ENSACAG00000008322,
ENSACAG00000002133,
ENSACAG00000005601,GARS1
ENSACAG00000003256,LNX2
ENSACAG00000010976,
ENSACAG00000012511,ODF3L2
ENSACAG00000012441,NDUFA8
ENSACAG00000022405,
ENSACAG00000022297,
ENSACAG00000014958,ZMYND19
ENSACAG00000011450,MPHOSPH6
ENSACAG00000002714,
ENSACAG00000007875,ANAPC15
ENSACAG00000011005,TMEM26
ENSACAG00000029692,
ENSACAG00000006723,MACIR
ENSACAG00000007570,KIFC3
ENSACAG00000002661,
ENSACAG00000005952,LRRC3B
ENSACAG00000003305,
ENSACAG00000015640,
ENSACAG00000014987,
ENSACAG00000025979,
ENSACAG00000015855,
ENSACAG00000008276,NSFL1C
ENSACAG00000012523,
ENSACAG00000003334,CDX2
ENSACAG00000014495,
ENSACAG00000008846,OXSM
ENSACAG00000006727,
ENSACAG00000005378,NMNAT2
ENSACAG00000004141,
ENSACAG00000011020,RHOBTB1
ENSACAG00000005741,CRHR2
ENSACAG00000010091,
ENSACAG00000022012,
ENSACAG00000004663,
ENSACAG00000006752,NUDT12
ENSACAG00000008139,CARMIL3
ENSACAG00000008852,NGLY1
ENSACAG00000009911,
ENSACAG00000014472,LAMTOR1
ENSACAG00000027465,
ENSACAG00000014083,PLCB2
ENSACAG00000029050,
ENSACAG00000009678,
ENSACAG00000010083,
ENSACAG00000005775,MINDY4
ENSACAG00000010074,
ENSACAG00000022221,
ENSACAG00000022645,
ENSACAG00000008246,TBC1D20
ENSACAG00000014463,lrrc51
ENSACAG00000028498,
ENSACAG00000011086,CDK1
ENSACAG00000025505,
ENSACAG00000013186,
ENSACAG00000010062,
ENSACAG00000026679,
ENSACAG00000024363,
ENSACAG00000014988,
ENSACAG00000005808,
ENSACAG00000008700,
ENSACAG00000016599,
ENSACAG00000005260,LAMC2
ENSACAG00000006783,EFNA5
ENSACAG00000027747,
ENSACAG00000008195,RBCK1
ENSACAG00000014394,
ENSACAG00000023202,
ENSACAG00000006821,FBXL17
ENSACAG00000000592,B3GAT1
ENSACAG00000016601,ARID1A
ENSACAG00000005919,LMX1A
ENSACAG00000006839,FER
ENSACAG00000015570,INPPL1
ENSACAG00000008188,TRIB3
ENSACAG00000010061,
ENSACAG00000023566,
ENSACAG00000023247,NRSN2
ENSACAG00000009890,TMEM200C
ENSACAG00000000491,CALN1
ENSACAG00000028852,
ENSACAG00000008177,SOX12
ENSACAG00000008086,
ENSACAG00000000246,
ENSACAG00000000654,
ENSACAG00000016150,CHD9
ENSACAG00000000404,
ENSACAG00000016638,PIGV
ENSACAG00000014317,PAK6
ENSACAG00000008151,
ENSACAG00000006938,
ENSACAG00000005849,GHRHR
ENSACAG00000006826,CCPG1
ENSACAG00000024528,
ENSACAG00000008149,
ENSACAG00000008060,JPH4
ENSACAG00000016644,ZDHHC18
ENSACAG00000006965,MAN2A1
ENSACAG00000005133,LAMC1
ENSACAG00000026387,
ENSACAG00000006869,
ENSACAG00000027370,
ENSACAG00000009659,EPB41L3
ENSACAG00000008035,THTPA
ENSACAG00000014990,LRSAM1
ENSACAG00000016687,SFN
ENSACAG00000008939,TOP2B
ENSACAG00000004400,SLC5A6
ENSACAG00000013947,
ENSACAG00000024538,
ENSACAG00000000861,ACAD8
ENSACAG00000026027,
ENSACAG00000023484,
ENSACAG00000016692,GPN2
ENSACAG00000022261,
ENSACAG00000014432,
ENSACAG00000008934,
ENSACAG00000028615,
ENSACAG00000029663,
ENSACAG00000015049,
ENSACAG00000028413,
ENSACAG00000000914,THYN1
ENSACAG00000007588,
ENSACAG00000016709,GPATCH3
ENSACAG00000024689,
ENSACAG00000007083,TMEM232
ENSACAG00000014284,CDK18
ENSACAG00000007092,SLC25A46
ENSACAG00000007598,
ENSACAG00000016269,RBL2
ENSACAG00000005110,
ENSACAG00000023788,
ENSACAG00000016726,NUDC
ENSACAG00000027236,
ENSACAG00000023490,
ENSACAG00000009653,ZBTB14
ENSACAG00000026189,
ENSACAG00000007609,
ENSACAG00000007141,WDR36
ENSACAG00000006137,ADCYAP1R1
ENSACAG00000016745,KDF1
ENSACAG00000007603,
ENSACAG00000014496,BMF
ENSACAG00000000967,VPS26B
ENSACAG00000005023,DHX9
ENSACAG00000001695,
ENSACAG00000009590,DLGAP1
ENSACAG00000014261,MFSD4A
ENSACAG00000025169,
ENSACAG00000014512,SRP14
ENSACAG00000016747,
ENSACAG00000026374,
ENSACAG00000007612,
ENSACAG00000009578,TGIF1
ENSACAG00000007613,
ENSACAG00000016761,TENT5B
ENSACAG00000024420,
ENSACAG00000014521,EIF2AK4
ENSACAG00000026645,
ENSACAG00000014244,ELK4
ENSACAG00000005011,NPL
ENSACAG00000009571,
ENSACAG00000007256,CAMK4
ENSACAG00000007628,
ENSACAG00000024814,
ENSACAG00000012356,
ENSACAG00000022909,
ENSACAG00000007330,STARD4
ENSACAG00000012373,
ENSACAG00000028014,
ENSACAG00000007361,EPB41L4A
ENSACAG00000027261,
ENSACAG00000027550,
ENSACAG00000016416,AKTIP
ENSACAG00000009901,
ENSACAG00000029555,
ENSACAG00000025606,
ENSACAG00000014621,GPR176
ENSACAG00000007645,
ENSACAG00000009246,MYOM1
ENSACAG00000006773,
ENSACAG00000013022,TMEM79
ENSACAG00000001057,
ENSACAG00000014628,FSIP1
ENSACAG00000028845,
ENSACAG00000012396,NUCKS1
ENSACAG00000024589,
ENSACAG00000017736,
ENSACAG00000016767,SLC9A1
ENSACAG00000024580,
ENSACAG00000007482,
ENSACAG00000013034,GLMP
ENSACAG00000007383,LIMK1
ENSACAG00000022465,
ENSACAG00000028392,
ENSACAG00000024593,
ENSACAG00000012440,RAB29
ENSACAG00000001037,NCAPD3
ENSACAG00000022245,
ENSACAG00000028075,
ENSACAG00000008618,PIN4
ENSACAG00000025337,
ENSACAG00000006375,
ENSACAG00000013676,RAB10
ENSACAG00000009257,RARB
ENSACAG00000016458,RPGRIP1L
ENSACAG00000012470,TAPT1
ENSACAG00000012492,SLC41A1
ENSACAG00000007490,
ENSACAG00000007517,
ENSACAG00000002346,EPHX2
ENSACAG00000009956,
ENSACAG00000012585,PM20D1
ENSACAG00000003344,WDTC1
ENSACAG00000016467,FTO
ENSACAG00000008370,LDB2
ENSACAG00000012642,
ENSACAG00000029174,AGO1
ENSACAG00000001046,JAM3
ENSACAG00000026158,
ENSACAG00000023017,
ENSACAG00000010271,ARHGEF17
ENSACAG00000027112,
ENSACAG00000029647,
ENSACAG00000007550,SRP19
ENSACAG00000021111,
ENSACAG00000011298,VPS45
ENSACAG00000003385,AGO3
ENSACAG00000006506,VIPR1
ENSACAG00000027835,
ENSACAG00000007552,REEP5
ENSACAG00000002388,CHRNA2
ENSACAG00000010267,P2RY6
ENSACAG00000016520,MMP2
ENSACAG00000001116,
ENSACAG00000012784,RAB7B
ENSACAG00000009151,LPIN2
ENSACAG00000029046,
ENSACAG00000002097,FCHSD2
ENSACAG00000007587,DCP2
ENSACAG00000012795,CTSE
ENSACAG00000028043,VWA1
ENSACAG00000006664,SEC22C
ENSACAG00000007653,MCC
ENSACAG00000002169,
ENSACAG00000001772,
ENSACAG00000002392,PTK2B
ENSACAG00000003567,TEKT2
ENSACAG00000024072,
ENSACAG00000006683,NKTR
ENSACAG00000012750,
ENSACAG00000012851,
ENSACAG00000023980,
ENSACAG00000026242,
ENSACAG00000009078,
ENSACAG00000016591,LPCAT2
ENSACAG00000027177,
ENSACAG00000003611,ADPRS
ENSACAG00000008882,
ENSACAG00000003633,COL8A2
ENSACAG00000006705,ZBTB47
ENSACAG00000002229,SERPINH1
ENSACAG00000025204,
ENSACAG00000007754,YTHDC2
ENSACAG00000012891,
ENSACAG00000016647,
ENSACAG00000013429,
ENSACAG00000006735,
ENSACAG00000022864,
ENSACAG00000008816,
ENSACAG00000002310,GDPD5
ENSACAG00000001871,KDM2B
ENSACAG00000006760,HHATL
ENSACAG00000013408,PSMG2
ENSACAG00000028099,
ENSACAG00000007809,KCNN2
ENSACAG00000013333,PTPN2
ENSACAG00000006787,
ENSACAG00000016675,SLC6A2
ENSACAG00000006794,
ENSACAG00000013031,IKBKE
ENSACAG00000012365,KLHL35
ENSACAG00000006797,
ENSACAG00000012394,MAP6
ENSACAG00000001939,ORAI1
ENSACAG00000009494,PPME1
ENSACAG00000001957,
ENSACAG00000011642,
ENSACAG00000006809,
ENSACAG00000013294,SEH1L
ENSACAG00000007681,RASSF5
ENSACAG00000003885,
ENSACAG00000012410,MOGAT2
ENSACAG00000023487,
ENSACAG00000011094,TMEM120B
ENSACAG00000007724,EIF2D
ENSACAG00000000356,
ENSACAG00000007939,TRIM36
ENSACAG00000009014,
ENSACAG00000007799,DYRK3
ENSACAG00000000895,
ENSACAG00000012460,DGAT2
ENSACAG00000000561,
ENSACAG00000006816,
ENSACAG00000024895,
ENSACAG00000006550,RPP40
ENSACAG00000014413,SIAH1
ENSACAG00000007988,PGGT1B
ENSACAG00000009545,
ENSACAG00000011101,RHOF
ENSACAG00000000350,XIRP2
ENSACAG00000014222,
ENSACAG00000015465,
ENSACAG00000000506,
ENSACAG00000011784,WDR24
ENSACAG00000007803,MAPKAPK2
ENSACAG00000014241,
ENSACAG00000015110,PRPF4
ENSACAG00000013197,CEP192
ENSACAG00000003749,ATP1B4
ENSACAG00000012675,UVRAG
ENSACAG00000008012,CCDC112
ENSACAG00000011831,KLHL10
ENSACAG00000011162,SETD1B
ENSACAG00000008023,FEM1C
ENSACAG00000029270,
ENSACAG00000028480,
ENSACAG00000024118,
ENSACAG00000028497,TICAM2
ENSACAG00000003743,TMEM255A
ENSACAG00000014302,LONP2
ENSACAG00000029251,
ENSACAG00000003737,ZBTB33
ENSACAG00000007877,IL10
ENSACAG00000011764,
ENSACAG00000013183,LDLRAD4
ENSACAG00000014262,DPP9
ENSACAG00000008038,
ENSACAG00000010300,
ENSACAG00000029410,
ENSACAG00000000889,MED27
ENSACAG00000015203,CDC26
ENSACAG00000009407,
ENSACAG00000001910,
ENSACAG00000008057,CDO1
ENSACAG00000029316,
ENSACAG00000006865,OBSCN
ENSACAG00000013169,FAM210A
ENSACAG00000000970,
ENSACAG00000003695,
ENSACAG00000010296,
ENSACAG00000029109,
ENSACAG00000008076,ATG12
ENSACAG00000011214,HPD
ENSACAG00000015208,SLC31A1
ENSACAG00000000353,
ENSACAG00000012725,WNT11
ENSACAG00000029106,
ENSACAG00000000466,PSME2
ENSACAG00000009428,CASTOR2
ENSACAG00000028530,AP3S1
ENSACAG00000007947,IL24
ENSACAG00000010289,
ENSACAG00000028611,RNMT
ENSACAG00000004762,SSUH2
ENSACAG00000028878,
ENSACAG00000001861,EEF1D
ENSACAG00000029123,
ENSACAG00000010585,BAZ2B
ENSACAG00000029219,
ENSACAG00000003688,
ENSACAG00000013103,MC2R
ENSACAG00000003685,NDUFA1
ENSACAG00000028149,
ENSACAG00000021136,
ENSACAG00000010202,DOC2A
ENSACAG00000004723,LMCD1
ENSACAG00000003151,UTP4
ENSACAG00000011345,
ENSACAG00000026037,
ENSACAG00000014464,
ENSACAG00000026478,
ENSACAG00000007969,
ENSACAG00000026766,
ENSACAG00000001821,PYCR3
ENSACAG00000003766,ATP6V1G1
ENSACAG00000008112,LVRN
ENSACAG00000004881,
ENSACAG00000022425,
ENSACAG00000010179,INO80E
ENSACAG00000003148,CHTF8
ENSACAG00000025308,
ENSACAG00000028822,
ENSACAG00000003625,UPF3B
ENSACAG00000002854,
ENSACAG00000003757,TNFSF15
ENSACAG00000014129,ABCC12
ENSACAG00000006871,
ENSACAG00000029065,TNFSF8
ENSACAG00000028314,
ENSACAG00000003117,HAS3
ENSACAG00000011408,CFAP251
ENSACAG00000027215,
ENSACAG00000027744,
ENSACAG00000026438,
ENSACAG00000006874,IBA57
ENSACAG00000025892,
ENSACAG00000023814,
ENSACAG00000002844,SCN1A
ENSACAG00000013874,C1orf116
ENSACAG00000006876,GJC2
ENSACAG00000010176,
ENSACAG00000002835,
ENSACAG00000013857,YOD1
ENSACAG00000003624,RPL39
ENSACAG00000006879,GUK1
ENSACAG00000005212,
ENSACAG00000001741,GFUS
ENSACAG00000010171,
ENSACAG00000011483,BCL7A
ENSACAG00000006897,
ENSACAG00000003075,TANGO6
ENSACAG00000003431,
ENSACAG00000022955,
ENSACAG00000008166,COMMD10
ENSACAG00000028284,
ENSACAG00000006899,C1orf35
ENSACAG00000000723,PSME1
ENSACAG00000008169,SEMA6A
ENSACAG00000012065,ZNF598
ENSACAG00000000524,NAGK
ENSACAG00000013406,
ENSACAG00000010555,WDSUB1
ENSACAG00000006923,ARF1
ENSACAG00000025930,FITM1
ENSACAG00000011503,
ENSACAG00000013698,PFKFB2
ENSACAG00000001682,
ENSACAG00000012083,
ENSACAG00000017955,
ENSACAG00000012808,CDH7
ENSACAG00000006935,
ENSACAG00000021957,
ENSACAG00000023428,
ENSACAG00000004172,DTWD2
ENSACAG00000000908,
ENSACAG00000012106,GFER
ENSACAG00000004088,RNPS1
ENSACAG00000011573,LRRC43
ENSACAG00000012119,
ENSACAG00000012183,XYLB
ENSACAG00000010471,TANC1
ENSACAG00000014677,TELO2
ENSACAG00000001546,RHPN1
ENSACAG00000002779,CDH1
ENSACAG00000001158,PCK2
ENSACAG00000013941,PHKB
ENSACAG00000008872,
ENSACAG00000013648,
ENSACAG00000012180,
ENSACAG00000005585,
ENSACAG00000003507,
ENSACAG00000004113,DMXL1
ENSACAG00000027527,
ENSACAG00000025275,
ENSACAG00000024296,
ENSACAG00000003641,
ENSACAG00000008929,MSLN
ENSACAG00000003523,
ENSACAG00000004342,SLC2A8
ENSACAG00000003527,
ENSACAG00000012076,NUB1
ENSACAG00000003742,LRRC8A
ENSACAG00000024662,
ENSACAG00000025865,PIAS4
ENSACAG00000016969,NME5
ENSACAG00000026863,HERPUD1
ENSACAG00000010925,
ENSACAG00000002696,TTC21B
ENSACAG00000003609,
ENSACAG00000016159,PMPCA
ENSACAG00000025645,
ENSACAG00000008224,ATG9B
ENSACAG00000022464,
ENSACAG00000027724,
ENSACAG00000003554,HELB
ENSACAG00000023422,
ENSACAG00000008931,MSLNL
ENSACAG00000003595,GRIP1
ENSACAG00000014726,IFT140
ENSACAG00000002245,WDR86
ENSACAG00000029608,
ENSACAG00000013912,CENATAC
ENSACAG00000003983,TNFAIP8
ENSACAG00000010447,PKP4
ENSACAG00000008953,RPUSD1
ENSACAG00000013925,TPM1
ENSACAG00000012840,RAP1GAP2
ENSACAG00000014884,UQCRFS1
ENSACAG00000016224,INPP5E
ENSACAG00000010773,AKR7L
ENSACAG00000012459,CDH19
ENSACAG00000002251,
ENSACAG00000014868,VSTM2B
ENSACAG00000010964,
ENSACAG00000024691,
ENSACAG00000008619,CETP
ENSACAG00000013939,RPS25
ENSACAG00000003817,CAND1
ENSACAG00000022795,
ENSACAG00000013775,ITFG1
ENSACAG00000008970,CHTF18
ENSACAG00000003898,DYRK2
ENSACAG00000029222,
ENSACAG00000002265,RHEB
ENSACAG00000023612,
ENSACAG00000003906,IL22
ENSACAG00000013962,TRAPPC4
ENSACAG00000012834,
ENSACAG00000026824,
ENSACAG00000014088,NUP98
ENSACAG00000003908,MDM1
ENSACAG00000012453,
